Is Superhost,neighbourhood,Neighborhood Group,Latitude,Longitude,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Guests Included,Min Nights,Reviews,Instant Bookable,Business Travel Ready,Price
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.49344,13.35603,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,1,1,f,f,60.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48251,13.42194,Apartment,Private room,2,1.0,1.0,1.0,1,5,2,f,f,20.0
f,Prenzlauer Berg,Pankow,52.5316,13.43002,Apartment,Private room,2,1.0,1.0,1.0,2,3,3,f,f,25.0
t,Tiergarten,Mitte,52.5063,13.34547,Apartment,Entire home/apt,6,1.0,3.0,3.0,3,2,240,t,f,109.0
t,Fennpfuhl,Lichtenberg,52.53549,13.49854,Townhouse,Entire home/apt,2,1.0,1.0,2.0,2,5,12,f,f,95.0
f,Mitte,Mitte,52.53581,13.39925,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,25,f,f,75.0
f,Prenzlauer Berg,Pankow,52.53251,13.43752,Apartment,Private room,3,1.0,2.0,2.0,1,2,43,t,f,80.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51591,13.4621,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,3,21,f,f,75.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48059,13.36119,Apartment,Private room,2,1.0,1.0,1.0,1,1,10,f,f,11.0
f,Wedding,Mitte,52.5408,13.35844,Apartment,Private room,2,1.0,1.0,1.0,1,1,5,f,f,29.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50709000000001,13.4737,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,1,0,f,f,70.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.50365999999999,13.34404,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,60,158,t,f,46.0
t,Mitte,Mitte,52.51935999999999,13.40989,Apartment,Entire home/apt,4,1.0,2.0,1.0,2,3,71,f,f,189.0
t,Mitte,Mitte,52.5108,13.38404,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,60,2,f,f,65.0
t,Wedding,Mitte,52.55984000000001,13.34615,Apartment,Private room,2,1.0,1.0,1.0,1,3,26,f,f,20.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47531,13.449320000000002,Apartment,Private room,1,1.5,1.0,1.0,1,2,13,f,f,20.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50631,13.31735,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,1,2,29,t,f,90.0
f,Mitte,Mitte,52.52655,13.39678,Apartment,Private room,2,1.0,1.0,1.0,1,1,8,t,f,25.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.50361,13.35064,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,33,f,f,29.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48544,13.42641,Apartment,Private room,2,1.0,1.0,1.0,1,1,5,t,f,25.0
f,Prenzlauer Berg,Pankow,52.55132,13.41171,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,5,12,f,f,55.0
f,Prenzlauer Berg,Pankow,52.53188000000001,13.4449,Apartment,Private room,3,1.0,1.0,1.0,1,3,5,f,f,39.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48727,13.395270000000002,Condominium,Entire home/apt,4,1.0,2.0,2.0,1,1,0,f,f,150.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48246,13.430279999999998,Apartment,Private room,2,1.0,1.0,1.0,1,1,91,t,f,32.0
f,Prenzlauer Berg,Pankow,52.541880000000006,13.4209,Apartment,Entire home/apt,4,1.0,1.0,3.0,1,180,0,f,f,99.0
f,Lichtenberg,Lichtenberg,52.5221,13.54091,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,4,5,f,f,69.0
t,Charlottenburg,Charlottenburg-Wilm.,52.507819999999995,13.320379999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,t,f,94.0
f,Rummelsburg,Lichtenberg,52.49795999999999,13.480079999999996,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,f,f,28.0
f,Charlottenburg,Charlottenburg-Wilm.,52.52103,13.30902,Apartment,Private room,2,1.0,1.0,2.0,1,1,1,f,f,41.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52313000000001,13.45278,Apartment,Private room,2,1.0,1.0,1.0,1,1,7,f,f,35.0
t,Alt-Treptow,Treptow - KÃ¶penick,52.48871,13.45466,Apartment,Private room,2,1.0,1.0,1.0,1,3,19,f,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51773000000001,13.46356,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,3,2,f,f,55.0
t,Charlottenburg,Charlottenburg-Wilm.,52.51852,13.22766,Apartment,Private room,3,2.0,1.0,1.0,1,2,0,f,f,26.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.4794,13.35273,Apartment,Private room,2,1.0,1.0,1.0,1,2,5,f,f,30.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.50381,13.348679999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,90,1,f,f,59.0
f,Wedding,Mitte,52.5553,13.39235,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,f,f,40.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51585,13.30416,Apartment,Entire home/apt,6,1.0,1.0,4.0,4,1,98,t,f,131.0
f,Mitte,Mitte,52.52979000000001,13.394420000000002,Guest suite,Private room,2,1.0,1.0,1.0,1,2,4,f,f,82.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49371,13.38181,Apartment,Entire home/apt,4,1.0,2.0,4.0,4,1,0,f,f,100.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50970999999999,13.46107,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,f,f,45.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49618,13.34075,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,4,30,f,f,60.0
f,,Reinickendorf,52.639669999999995,13.29266,House,Private room,4,1.0,1.0,4.0,2,1,5,t,f,30.0
t,Rummelsburg,Lichtenberg,52.50856,13.48755,Condominium,Private room,2,1.0,1.0,1.0,1,1,10,f,f,45.0
t,Charlottenburg,Charlottenburg-Wilm.,52.50779,13.31715,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,7,19,t,f,84.0
f,,Pankow,52.58732,13.39632,Apartment,Entire home/apt,5,2.0,2.0,4.0,1,6,2,f,f,100.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48079,13.434020000000002,Apartment,Private room,3,1.0,1.0,2.0,1,3,20,f,f,25.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.5029,13.38976,Apartment,Private room,2,1.0,1.0,1.0,1,2,21,t,f,55.0
f,Pankow,Pankow,52.562569999999994,13.388520000000002,Boutique hotel,Private room,4,1.0,1.0,3.0,1,1,0,t,f,99.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48865,13.438270000000005,Apartment,Private room,1,1.0,1.0,1.0,1,3,0,f,f,25.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50851999999999,13.46566,Apartment,Private room,2,2.0,1.0,1.0,1,7,7,f,f,30.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.4905,13.41839,Condominium,Private room,2,1.0,0.0,1.0,1,2,2,f,f,50.0
f,Prenzlauer Berg,Pankow,52.54151999999999,13.4422,Apartment,Private room,2,1.5,1.0,1.0,1,1,109,f,f,80.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47298000000001,13.429570000000002,Apartment,Private room,2,1.0,1.0,1.0,1,4,1,f,f,50.0
f,Britz,NeukÃ¶lln,52.46383000000001,13.440729999999999,Apartment,Private room,2,1.0,1.0,1.0,1,15,0,t,f,109.0
f,Prenzlauer Berg,Pankow,52.55379,13.400029999999996,Apartment,Entire home/apt,4,1.0,3.0,4.0,4,10,0,f,f,100.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.47313000000001,13.36063,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,4,5,f,f,65.0
f,Prenzlauer Berg,Pankow,52.54156999999999,13.41443,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,3,13,f,f,75.0
f,Mitte,Mitte,52.52973000000001,13.38496,Apartment,Entire home/apt,3,1.0,1.0,3.0,2,3,53,f,f,55.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48888000000001,13.41966,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,40.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48115,13.34891,Apartment,Private room,2,1.0,1.0,1.0,1,1,2,f,f,29.0
t,Prenzlauer Berg,Pankow,52.54246,13.41775,Apartment,Entire home/apt,4,2.0,2.0,4.0,3,5,57,f,f,105.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.4807,13.35167,Apartment,Private room,2,1.0,1.0,2.0,1,2,7,f,f,28.0
f,Marzahn,Marzahn - Hellersdorf,52.51988000000001,13.52789,Serviced apartment,Entire home/apt,8,2.0,3.0,6.0,4,1,0,t,f,110.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49539,13.36029,Apartment,Private room,3,1.0,1.0,2.0,1,6,8,t,f,35.0
t,Moabit,Mitte,52.52723,13.330370000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,19,t,f,55.0
f,WeiÃensee,Pankow,52.5586,13.43914,Apartment,Entire home/apt,2,1.0,0.0,2.0,2,2,170,t,f,49.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46471999999999,13.43266,Apartment,Private room,2,1.0,1.0,1.0,1,5,1,f,f,80.0
f,Mitte,Mitte,52.52886,13.402379999999996,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,2,9,t,f,95.0
f,Prenzlauer Berg,Pankow,52.54675,13.41391,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,5,f,f,50.0
f,Prenzlauer Berg,Pankow,52.53704000000001,13.41998,Apartment,Private room,3,1.0,1.0,1.0,1,2,6,t,f,85.0
f,Moabit,Mitte,52.52758000000001,13.32795,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,17,t,f,53.0
f,,Marzahn - Hellersdorf,52.51487,13.616179999999998,Apartment,Entire home/apt,5,1.0,2.0,3.0,2,5,16,t,f,35.0
f,Grunewald,Charlottenburg-Wilm.,52.49676,13.28515,Apartment,Private room,2,1.0,1.0,1.0,1,,0,t,f,80.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51704,13.45254,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,60,0,f,f,29.0
f,Pankow,Pankow,52.55638000000001,13.427170000000002,Apartment,Private room,1,1.0,1.0,2.0,1,2,12,f,f,20.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47598000000001,13.42056,Apartment,Entire home/apt,4,1.5,2.0,4.0,2,4,1,f,f,55.0
f,Wedding,Mitte,52.54149,13.3598,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,135.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49676999999999,13.356520000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,6,f,f,99.0
t,Prenzlauer Berg,Pankow,52.53667,13.41951,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,90,2,t,f,135.0
t,Mitte,Mitte,52.5132,13.42791,Apartment,Private room,2,1.0,1.0,1.0,1,3,17,f,f,45.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.4945,13.3298,Apartment,Private room,1,1.0,1.0,1.0,1,1,9,f,f,23.0
f,Prenzlauer Berg,Pankow,52.55076999999999,13.40589,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,5,t,f,58.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.481019999999994,13.33414,Apartment,Private room,1,1.0,0.0,1.0,1,2,0,f,f,28.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49786999999999,13.39723,Apartment,Private room,2,2.0,1.0,1.0,1,3,0,f,f,70.0
f,Mariendorf,Tempelhof - SchÃ¶neberg,52.4545,13.37505,Apartment,Private room,3,2.0,1.0,1.0,1,1,16,t,f,50.0
f,Moabit,Mitte,52.5161,13.33848,Apartment,Private room,2,1.0,1.0,2.0,1,3,13,f,f,35.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48324,13.37277,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,11,f,f,80.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.5099,13.46246,Apartment,Entire home/apt,6,1.0,3.0,3.0,1,2,63,t,f,130.0
f,Prenzlauer Berg,Pankow,52.54156999999999,13.43961,Apartment,Private room,2,1.0,1.0,1.0,1,1,6,f,f,50.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48454,13.43714,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,f,f,60.0
f,Moabit,Mitte,52.53154,13.331029999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,12,f,f,155.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51136999999999,13.45355,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,30,2,f,f,28.0
f,Prenzlauer Berg,Pankow,52.53896999999999,13.400379999999998,Apartment,Private room,2,1.0,1.0,1.0,1,2,90,f,f,70.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51211999999999,13.46896,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,13,t,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51064,13.46797,Apartment,Private room,2,1.0,1.0,1.0,2,10,6,f,f,25.0
t,Prenzlauer Berg,Pankow,52.5476,13.41299,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,1,27,t,f,95.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49229,13.40146,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,2,13,f,f,87.0
f,Rummelsburg,Lichtenberg,52.50805,13.48744,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,5,0,f,f,50.0
f,Mitte,Mitte,52.52936,13.38525,Apartment,Entire home/apt,8,1.0,2.0,5.0,3,3,105,t,f,122.0
f,Friedenau,Tempelhof - SchÃ¶neberg,52.47274,13.316820000000002,Apartment,Private room,3,1.0,1.0,2.0,2,3,1,t,f,36.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48258000000001,13.45121,Apartment,Private room,4,1.0,2.0,1.0,1,7,16,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48687,13.4295,Apartment,Private room,2,1.0,1.0,1.0,1,1,2,f,f,45.0
f,Wedding,Mitte,52.54058000000001,13.37245,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,t,f,30.0
f,Mitte,Mitte,52.529419999999995,13.40125,Apartment,Private room,2,1.0,1.0,1.0,1,1,3,t,f,75.0
t,Mahlsdorf,Marzahn - Hellersdorf,52.47576,13.69968,,Entire home/apt,4,1.0,2.0,3.0,1,3,13,f,f,60.0
f,Halensee,Charlottenburg-Wilm.,52.49834,13.28159,Apartment,Private room,2,1.0,1.0,2.0,1,2,2,f,f,45.0
f,Wedding,Mitte,52.53950999999999,13.349420000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,12,f,f,25.0
f,KÃ¶penick,Lichtenberg,52.47438,13.527020000000002,Apartment,Private room,1,1.0,1.0,1.0,1,1,0,t,f,50.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49671999999999,13.31481,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,f,f,40.0
f,Tiergarten,Mitte,52.50215,13.366970000000002,Apartment,Private room,1,1.0,1.0,1.0,1,2,4,f,f,14.0
f,Wedding,Mitte,52.54077,13.351120000000002,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,1,36,f,f,56.0
f,Mahlsdorf,Marzahn - Hellersdorf,52.51248,13.680179999999998,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,4,26,t,f,65.0
f,Prenzlauer Berg,Pankow,52.52849000000001,13.42544,Apartment,Entire home/apt,5,1.0,1.0,3.0,1,3,0,t,f,75.0
f,Mitte,Mitte,52.53064000000001,13.39802,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,f,f,50.0
f,Mitte,Mitte,52.53511999999999,13.38541,Apartment,Private room,2,1.0,1.0,1.0,1,30,15,t,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51991,13.45541,Apartment,Entire home/apt,6,1.0,1.0,3.0,4,3,56,t,f,85.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.46704,13.37946,Apartment,Private room,1,1.0,1.0,1.0,1,2,3,t,f,25.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50278000000001,13.41281,Apartment,Private room,3,1.0,2.0,2.0,1,1,1,f,f,80.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.5096,13.47554,Apartment,Private room,2,1.0,1.0,1.0,1,1,9,t,f,17.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48333000000001,13.43657,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,4,180,t,f,79.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47114000000001,13.44179,Apartment,Private room,2,1.0,1.0,1.0,1,2,35,t,f,20.0
f,,Marzahn - Hellersdorf,52.51926999999999,13.6301,House,Entire home/apt,2,1.5,2.0,2.0,2,5,1,f,f,90.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49524,13.43084,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,30,2,t,f,50.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51107,13.45569,Apartment,Private room,2,1.0,1.0,1.0,1,2,124,t,f,49.0
t,Lichterfelde,Steglitz - Zehlendorf,52.42046,13.3373,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,111,f,f,93.0
f,Prenzlauer Berg,Pankow,52.53210999999999,13.44885,Apartment,Entire home/apt,4,1.0,1.0,3.0,3,2,1,f,f,125.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47345,13.425979999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,,10,f,f,50.0
f,Potsdamer Platz,Mitte,52.51041,13.38416,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,1,0,f,f,140.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47754000000001,13.420470000000002,Apartment,Private room,2,1.0,1.0,1.0,1,3,4,f,f,30.0
f,Mitte,Mitte,52.527240000000006,13.40674,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,13,1,t,f,75.0
f,Westend,Charlottenburg-Wilm.,52.49719,13.234329999999998,Apartment,Entire home/apt,4,1.0,1.0,3.0,2,2,133,f,f,99.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.52385,13.44769,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,28,f,f,65.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.5185,13.445429999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,3,t,f,55.0
f,Mitte,Mitte,52.52919,13.40201,Apartment,Private room,1,1.0,1.0,1.0,1,1,10,f,f,38.0
f,Prenzlauer Berg,Pankow,52.534769999999995,13.4357,Apartment,Private room,2,1.0,1.0,1.0,1,2,9,f,f,50.0
f,Alt-Treptow,Treptow - KÃ¶penick,52.489169999999994,13.44263,Apartment,Private room,2,2.0,1.0,1.0,2,4,11,f,f,90.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.47141,13.33596,Apartment,Entire home/apt,9,2.5,3.0,8.0,1,1,31,f,f,100.0
f,Mitte,Mitte,52.5266,13.408179999999998,House,Entire home/apt,2,1.0,1.0,1.0,2,180,4,f,f,90.0
f,WeiÃensee,Pankow,52.55537,13.473929999999998,Apartment,Private room,3,1.0,1.0,1.0,1,1,1,t,f,45.0
f,Wedding,Mitte,52.54468000000001,13.33804,Apartment,Shared room,3,1.0,1.0,2.0,2,2,4,f,f,65.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51278000000001,13.4521,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,180,39,f,f,57.0
f,Wedding,Mitte,52.54991,13.36502,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,6,33,f,f,59.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49964,13.31916,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,1,0,f,f,70.0
f,Mitte,Mitte,52.5352,13.40974,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,1,1,t,f,90.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48158000000001,13.42965,Apartment,Private room,1,1.0,1.0,1.0,1,3,2,t,f,50.0
f,Wedding,Mitte,52.54026,13.33956,Serviced apartment,Entire home/apt,1,1.0,1.0,1.0,1,60,3,t,f,76.0
f,Prenzlauer Berg,Pankow,52.52786999999999,13.41907,Apartment,Private room,1,1.0,1.0,1.0,1,2,4,f,f,65.0
f,Wedding,Mitte,52.551,13.37866,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,0,f,f,45.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48868000000001,13.39996,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,20,7,f,f,40.0
f,Prenzlauer Berg,Pankow,52.54675,13.42216,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,6,1,f,f,52.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49674,13.4231,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,2,1,f,f,55.0
t,Wedding,Mitte,52.55249,13.37909,Loft,Entire home/apt,2,1.0,0.0,2.0,2,4,121,t,f,79.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49137,13.35654,Apartment,Private room,4,1.0,2.0,2.0,3,,0,f,f,136.0
f,Wedding,Mitte,52.55719000000001,13.39155,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,2,f,f,50.0
f,Moabit,Mitte,52.5314,13.34786,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,3,10,f,f,48.0
f,Prenzlauer Berg,Pankow,52.55301,13.40535,Apartment,Private room,2,1.0,1.0,1.0,1,10,7,f,f,19.0
f,Reinickendorf,Reinickendorf,52.57728,13.36454,Serviced apartment,Private room,4,1.0,1.0,2.0,2,1,0,f,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48101,13.44709,Apartment,Private room,1,1.0,1.0,1.0,1,1,1,t,f,18.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51297,13.45428,Apartment,Private room,2,1.0,1.0,2.0,1,2,9,f,f,45.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.49863000000001,13.446020000000004,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,3,2,f,f,80.0
f,Fennpfuhl,Lichtenberg,52.5263,13.471920000000004,Apartment,Entire home/apt,3,1.0,2.0,2.0,2,10,35,f,f,55.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50241,13.42163,Apartment,Private room,2,1.0,1.0,1.0,1,1,7,f,f,38.0
f,Mitte,Mitte,52.53325,13.397620000000002,House,Entire home/apt,2,1.0,1.0,1.0,1,2,49,f,f,70.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49199,13.42304,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,2,2,f,f,55.0
f,WeiÃensee,Pankow,52.55566999999999,13.46451,Apartment,Entire home/apt,3,1.0,2.0,4.0,1,2,13,f,f,80.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47362,13.42934,Apartment,Entire home/apt,6,1.0,2.0,3.0,2,3,139,t,f,200.0
f,Prenzlauer Berg,Pankow,52.54867,13.40631,Apartment,Entire home/apt,4,1.0,2.0,4.0,1,2,11,f,f,88.0
f,Hansaviertel,Mitte,52.52063000000001,13.35751,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,10,19,f,f,43.0
f,Prenzlauer Berg,Pankow,52.54958000000001,13.41834,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,5,36,t,f,109.0
f,Wedding,Mitte,52.55293000000001,13.34776,Apartment,Private room,2,1.0,1.0,1.0,1,3,4,f,f,50.0
f,Pankow,Pankow,52.56631,13.41896,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,1,2,t,f,114.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48879,13.42895,Apartment,Private room,2,1.0,1.0,1.0,1,2,2,f,f,46.0
f,Mitte,Mitte,52.52719,13.39731,Loft,Entire home/apt,2,1.0,1.0,1.0,1,3,12,t,f,90.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51939,13.44982,Apartment,Private room,2,1.0,1.0,1.0,2,3,137,t,f,35.0
f,Moabit,Mitte,52.53336999999999,13.3517,Apartment,Private room,2,1.0,1.0,2.0,1,1,3,f,f,30.0
f,Pankow,Pankow,52.56925,13.42384,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,60,29,f,f,60.0
f,Prenzlauer Berg,Pankow,52.53243000000001,13.40841,Apartment,Private room,2,1.0,1.0,1.0,1,1,107,f,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50711999999999,13.46374,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,2,3,t,f,115.0
f,WeiÃensee,Pankow,52.54254,13.46,Bed and breakfast,Private room,2,1.0,1.0,1.0,1,1,13,f,f,25.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50663,13.46463,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,6,f,f,83.0
f,Prenzlauer Berg,Pankow,52.53464,13.43292,Apartment,Private room,2,1.0,1.0,2.0,1,1,4,f,f,50.0
f,KÃ¶penick,Treptow - KÃ¶penick,52.46021999999999,13.582020000000002,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,2,4,f,f,40.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48011999999999,13.42725,Apartment,Private room,2,1.0,1.0,1.0,1,1,7,f,f,34.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46654,13.43283,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,7,f,f,65.0
f,Moabit,Mitte,52.53111,13.32674,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,f,f,35.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48067,13.37499,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,3,f,f,38.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51223,13.47495,Apartment,Private room,1,1.0,1.0,1.0,1,2,18,f,f,45.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47635,13.41688,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,t,f,32.0
f,NiederschÃ¶neweide,Treptow - KÃ¶penick,52.43697,13.52676,Apartment,Entire home/apt,2,1.5,0.0,4.0,2,,0,t,f,50.0
f,Mitte,Mitte,52.52645999999999,13.39562,Apartment,Private room,1,1.0,1.0,1.0,1,1,34,f,f,69.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48120999999999,13.4239,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,90,1,t,f,100.0
f,Mitte,Mitte,52.51509,13.41064,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,f,f,80.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49892,13.3757,Apartment,Entire home/apt,4,1.5,2.0,2.0,1,4,5,f,f,125.0
f,Rummelsburg,Lichtenberg,52.511280000000006,13.49916,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,3,3,f,f,45.0
f,Wedding,Mitte,52.56077,13.3884,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,4,19,f,f,45.0
